budget,genres,keywords,popularity,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew,adapted
12000000,"Drama,Adventure","montana,small town,dementia,aging,road trip,f word,pickup truck,lincoln nebraska,nebraska,sweepstakes,confronting the past",29.223881,2013/9/21,17654912,115.0,Nebraska,7.4,636,"Woody Grant,David Grant,Ross Grant,Kate Grant,Ed Pegram,Noel,Uncle Ray,Cousin Randy,Peg Nagy,Cole,Aunt Martha,Uncle Cecil,Biker (uncredited),Applauding Karaoke Patron (uncredited)",Alexander Payne,0
12000000,"Comedy,Drama","jealousy,dark comedy,writer,divorce,alcoholic,arrested development",16.183746,2011/12/16,22939027,94.0,Young Adult,5.6,364,"Mavis Gary,Matt Freehauf,Buddy Slade,Beth Slade,Sandra Freehauf,Hedda Gary,David Gary,Book Associate,Jan,Mary Ellen Trantowski,Nipple Confusion Bassist,Nipple Confusion Guitarist,Front Desk Girl,Sales Lady,Vicki,Mavis' Publisher (voice),Girl,Denny's Waitress",Jason Reitman,0
12000000,"Action,Thriller,Crime","poison,helicopter,assassin,nudity,hitman,adrenalin,fistfight,swimming pool,revenge,shootout,motorcycle,drug,cell phone,car chase,though guy,pharmacy,defibrillation,hospital gown,emergency room,aftercreditsstinger,sweatshop,run,epinephrine",47.992817,2006/8/31,42931041,88.0,Crank,6.6,1151,"Chev Chelios,Eve,Ricky Verona,Kaylo,Doc Miles,Carlito,Orlando,Haitian Cabbie,Doctor,Alex,Don Kim,Chocolate,Arab Cabbie,Man in Garage,Sin City Brother,Convenience Store Clerk,Verona Crew #1,Verona Crew #2,Verona Crew #3,Hightower,Hightower,Restaurant Waitress,Pharmacy Man,Pharmacist,Pharmacy Stoner,Hospital Cop,Stretcher Patient,Hospital Tech #1,Hospital Tech #2,Motorcycle Cop,TV Store Guy,Warehouse Rooftop Hood,Warehouse Window Hood,Warehouse Hood Leader,Warehouse Hood #1,Warehouse Hood #2,Hood #3,Hood #4,Hood #5,Hood #6,Shirt Factory Supervisor,Bus Girl,Japanese Businessman,Shootout Henchman #1,Shootout Henchman #2,Cocoon Girl,Helicopter Pilot,TV Reporter","Brian Taylor,Mark Neveldine",0
12000000,"Comedy,Drama,Romance","female protagonist,relationship,divorce,brooklyn bridge",0.700792,1998/10/30,12902790,100.0,Living Out Loud,5.3,11,"Judith Moore,Pat Francato,Liz Bailey,Robert Nelson,Teenage Judith,Phil Francato,The Kisser,Mary",Richard LaGravenese,0
14000000,"Action,Drama,History,War,Adventure","terror,submarine,based on novel,atlantic ocean,gibraltar,world war ii,duty,war correspondent,torpedo,drinking,sailor,convoy,u boat,destroyer,depth charge,comrade,german submarine,naval battle,periscope,suicidal mission",26.967494,1981/9/16,85000000,149.0,Das Boot,7.9,613,"Kapitän-Leutnant Heinrich Lehmann-Willenbrock,Leutnant Werner,Der Leitende/Fritz Grade,1WO,2WO,Kriechbaum/Navigator,Johann,Ullmann,Hinrich,Bosun,Ario,Pilgrim,Frenssen,Phillip Thomsen,Leutnant Müller,Preacher,Schwalle,Bockstiegel,Dufte,Monique,Captain of the 'Weser',Benjamin,Hagen,Schmutt,Franz,Markus,Erster WO Merkel (uncredited),Françoise (uncredited),Nadine (uncredited)",Wolfgang Petersen,1
12000000,"Drama,Thriller","cover-up,hedge fund",16.40512,2012/9/14,35485056,100.0,Arbitrage,6.1,294,"Robert Miller,Ellen Miller,Det. Michael Bryer,Brooke Miller,Reina,Jimmy Grant,Chris Vogler,Julie Cote,Gavin Briar,Jeffrey Greenberg,Earl Monroe,Syd Felder,Det. Mills,Judge Rittenband,Peter Miller,Sandrine Cote,Flores,Ava Stanton",Nicholas Jarecki,0
12000000,"Science Fiction,Thriller","time travel,time machine,teenager,found footage",32.940597,2015/1/30,32248241,106.0,Project Almanac,6.4,933,"David Raskin,Christina Raskin,Jessie Pierce,Quinn Goldberg,Adam Le,Kathy Raskin,Ben Raskin,Dr. Lu,Todd,Blonde,Police Officer,Bikini Girl,Liv,Sarah Nathan,Music Industry Mogul,Break Up Guy",Dean Israelite,0
8000000,"Action,Thriller,Science Fiction","prison,cyborg,married couple,future,dystopia,escape,population control",8.708229,1992/9/30,6739141,95.0,Fortress,5.7,168,"John Henry Brennick,Prison Director Poe,Karen B. Brennick,Nino Gomez,D-Day, the Computer Geek,Abraham,Stiggs,Maddox,Zed-10,Claustrophobic Prisoner,Karen's Cellmate,Border Guard,Bio Scanner Guard,Pregnant Woman,Guard #1",Stuart Gordon,0
12000000,"Drama,Comedy","gay,sister sister relationship,wife husband relationship,1970s,becoming an adult,adoption,therapist,marriage crisis",4.770195,2006/10/27,6754898,116.0,Running with Scissors,5.8,78,"Deirdre Burroughs,Dr. Finch,Augusten Burroughs,Neil Bookman,Natalie Finch,Norman Burroughs,Agnes Finch,Hope Finch,Dorothy,Michael Shephard,Fern Stewart,Suzanne,Joan,Six-Year-Old Augusten Burroughs,Poo,Restaurant Manager",Ryan Murphy,0
12000000,"Comedy,Romance",musical,1.623338,2003/6/20,4922166,90.0,From Justin to Kelly,3.0,23,"Kelly,Justin,Dancer,Brandon,Eddie,Carlos,Greg,Luke,Darren,Alexa,Kaya,Officer Cutler,Ashley,Brianna,Mr. O'Mara,Lizzie,Vee Jay,Vee Jay #2,Motel Clerk,Bracelet Girl,Hot Girl,Insulted Girl,Volleyball Player,Girl,Bathroom Girl #2,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer,Dancer",Robert Iscove,0
12000000,Comedy,"independent film,neighbor,masturbation,phone sex,actress",2.993939,1996/3/22,4939939,108.0,Girl 6,5.7,16,"Girl 6,Shoplifter,Jimmy,Boss #1 - Lil,Girl #39,Caller #1 - Bob,Scary Caller #30,Salesgirl #1,Salesgirl #3,Girl #75,Girl #12,Caller #4 - Beach,Caller #33,Caller #8 - Martin,Caller #8 - Christine,Boss #3,Murray,Himself,Himself,Switchboard Operator",Spike Lee,0
12000000,"Mystery,Thriller","eroticism,suspense,woman director",10.536092,2003/9/9,23,119.0,In the Cut,4.6,89,"Frannie,Detective Malloy,Pauline,Detective Rodriguez,Angela Sands,John Graham",Jane Campion,0
12000000,"Drama,Romance","love of one's life,neighbor",8.290636,2008/11/19,3148182,110.0,Two Lovers,6.6,154,"Leonard,Michelle,Ruth,Sandra,Reuben Kraditor,Ronald Blatt,Michael Cohen,Waiter,Leonard's Ex-Fiancée,Bystander,Bystander #2,Lady with Baby Carriage,Another Bystander,Some Kid,Carol Cohen,David Cohen,Stephanie,Dayna,Antonio,Bouncer,Maitre d',DJ Juice,Receptionist,Nurse,Jeweler,Old Man,New Year's Eve Partygoer #1,New Year's Eve Partygoer #2,New Year's Eve Partygoer #3,Background Break Dancer,Background Break Dancer,Background Break Dancer,Background Break Dancer,Background Break Dancer,Background Break Dancer,Background Break Dancer,Background Break Dancer,Man Kissing Girl,Ruth's Best Friend,Waitress,Livery Driver,Rescue Worker,Club Patron,Upscale Opera Guest,Uncle,Cab Driver,Ronald's Driver",James Gray,0
11000000,"Horror,Drama,Science Fiction","river,mobile phone,bravery,archer,daughter,sewerage,pollution,formaldehyde,snack bar,family",27.65527,2006/7/27,88489643,119.0,The Host,6.7,537,"Park Gang-du,Park Nam-il,Park Nam-joo,Park Hyun-seo,Park Hie-bong,American Doctor,US Doctor trying to operate Gang-Du",Bong Joon-ho,0
12400000,"Comedy,Drama","alcohol,rome,vatican,based on novel,birthday,nightclub,nudity,artist,beauty,party,love,church,art,drug",32.523573,2013/5/21,8371085,142.0,The Great Beauty,7.3,720,"Jep Gambardella,Romano,Ramona,Lello Cava,Trumeau,Viola,Stefania,Conte Colonna,Stefano,Alfio Bracco,Herself,Andrea,Arturo,Talia Concept",Paolo Sorrentino,1
12000000,"Drama,Horror,Thriller",mystery,27.322212,2013/2/28,12077441,99.0,Stoker,6.5,882,"India Stoker,Evelyn 'Evie' Stoker,Charlie Stoker,Richard Stoker,Aunt Gwendolyn 'Gin' Stoker,Chris Pitts,Whip Taylor,Mrs. McGarrick,Sheriff Howard,Doctor Jacquin,Reverend,Mr. Feldman,Housekeeper,Housekeeper,Young Charles Stoker,Young Richard Stoker,Jonathan Stoker,Jonathan Stoker,Mourner (uncredited)",Park Chan-wook,0
12000000,"Fantasy,Drama,Science Fiction,Romance","free love,hotel,lovesickness,sexuality,kung fu,android,soulmates,based on novel,hotel room,jealousy,love of one's life,restart,singapur,unsociability,secret love,murder,author,hong kong,break-up,illegal prostitution,extramarital affair,photographic memory",12.664787,2004/5/20,19271312,129.0,2046,6.9,206,"Chow Mo-Wan,Bai Ling,Wang Jing Wen,Tak,Su Li-Zhen,Lulu/Mimi,Ah Ping,Su Li-Zhen,Wang Jie Wen,Bird,cc 1966,Mr Wang",Wong Kar-wai,1
12000000,"Drama,Romance","alcohol,mermaid,wedding dress,fishing net,selkie",5.841285,2009/9/14,1644755,111.0,Ondine,6.5,84,"Syracuse,Ondine,Maura,Annie,Nurse - Dialysis,Alex,Fish Co Op Worker,Draper's Shop Tracy,Priest,Librarian",Neil Jordan,0
12000000,"Crime,Drama,Thriller","brother brother relationship,assassination,culture clash,war on drugs,yakuza,sake,loyalty,drug dealer,femme fatale,los angeles",5.327714,2000/9/9,15250000,114.0,Brother,6.8,107,"Aniki Yamamoto,Denny,Ken,Kato,Shirase,Jay,Mo,Ishihara,Sugimoto,Latifa,Rossi,Harada",Takeshi Kitano,0
12000000,"Drama,History,War","war crimes,mass murder,war victim,sino japanese war,massacre,japanese army,duringcreditsstinger,imperial japan",4.793348,2009/4/22,10652498,132.0,City of Life and Death,7.6,55,"Lu Jianxiong,Miss Jiang,Kadokawa,John Rabe,Minnie Vautrin",Lu Chuan,0
20000000,"War,Drama","journalist,interpreter,georgia europe,war zone",5.727602,2011/4/14,17479,113.0,5 Days of War,5.8,62,"Thomas Anders,Dutchman,President of Georgia,Chris Bailot,Tatia,Miriam,Daniil,Sebastian Ganz,Zoe,Col. Demidov,Anton Medoevi,Capt. Rezo Avaliani,Karin Lange",Renny Harlin,0
12000000,Drama,"based on novel,faith,based on true events",11.150261,2014/4/16,101332962,99.0,Heaven is for Real,6.0,229,"Todd Burpo,Sonja Burpo,Colton,Jay Wilkins,Mr. Jackson,Michael,Cassie,Mr. Parker,Lee Watson,Arch Angel #2",Randall Wallace,1
10000000,"Thriller,Crime","gypsy,bare knuckle boxing,slang,trailer park,pig,sport,receiving of stolen goods,cockney accent,diamond,pikey",53.595686,2000/9/1,83557872,103.0,Snatch,7.7,2912,"Turkish,Mickey O'Neil,Bullet Tooth Tony,Abraham 'Cousin Avi' Denovitz,Franky Four Fingers,Tommy,Brick Top Polford,Boris 'The Blade' Yurinov,Vincent,Sol,Doug 'The Head' Denovitz,Darren,Errol,Neil,Mullet,Gorgeous George,Tyrone,Bomber Harris,Man Reading Newspaper (uncredited),Boxer (uncredited),Mum O'Neil,The Russian,Policeman,hırsız",Guy Ritchie,0
11500000,"Drama,Horror","coffin,pet,funeral,head injury,grief,new neighbor,pet cemetery,dead cat,death of patient,loss of pet,dead lover,mother son relationship,hit by truck,ghost,grave robbing,indian burial ground,woman director,flashback,burial ground",20.747994,1989/4/21,57469467,103.0,Pet Sematary,6.4,407,"Louis Creed,Jud Crandall,Rachel Creed,Victor Pascow,Irwin Goldman,Gage Creed,Ellie Creed,Missy Dandridge,Marcy Charlton,Steve Masterton,Dory Goldman,Zelda,Girl at Infirmary,Candystriper",Mary Lambert,0
11000000,"Fantasy,Horror,Comedy","holiday,monster,small town,department store,bars and restaurants,human animal relationship,pet,sunlight,chain saw,salesperson,midnight,fur,banking,puppet,skunk,kids and family,gremlin,ymca",45.072136,1984/6/7,153083102,106.0,Gremlins,6.9,1596,"Billy Peltzer,Kate Beringer,Randall Peltzer,Ruby Deagle,Murray Futterman,Grandfather (Mr. Wing),Mrs. Joe Harris,Sheriff Frank,Gerald Hopkins,Chinese Boy,Rockin' Ricky Rialto (voice),Little Girl,Mr. Anderson,Man on Street,Gizmo (voice),Pete Fountaine,Mr. Corben,Deputy Brent",Joe Dante,0
11000000,"Adventure,Action,Science Fiction","android,galaxy,hermit,death star,lightsaber,jedi,rescue mission,empire,rebellion,planet,smuggler,the force,space opera,galactic war,stormtrooper,totalitarianism",126.393695,1977/5/25,775398007,121.0,Star Wars,8.1,6624,"Luke Skywalker,Han Solo,Princess Leia Organa,Grand Moff Tarkin,Obi-Wan ""Ben"" Kenobi,See Threepio (C-3PO),Artoo-Detoo (R2-D2),Chewbacca,Darth Vader,Voice of Darth Vader (voice),Uncle Owen,Aunt Beru,Chief Jawa,General Willard,Red Two (Wedge),Red Three (Biggs),General Taggi,Commander #1,General Motti,Stormtrooper,General Dodonna,Red Leader,Red Four (John ""D""),Red Six (Porkins),Gold Leader,Gold Two,Gold Five,Red Two (voice) (uncredited),Boba Fett (special edition) (uncredited),Stormtrooper (voice) (uncredited),Stormtrooper (uncredited),Cantina Alien (uncredited),Cantina Alien (uncredited),Greedo (uncredited),Nabrun Leids (uncredited),Wuher (uncredited),Drifter (Red 12) (uncredited),Cantina Patron (uncredited),Stormtrooper (uncredited),Wioslea (uncredited),Dr. Evazan (uncredited),Cantina Patron (uncredited),Greedo (uncredited),Hrchek Kal Fas (uncredited),Jawa (uncredited),Stormtrooper / Tusken Raider / Death Star Trooper / Garouf Lafoe (uncredited),Jawa (uncredited),Garindan (uncredited),Djas Puhr (uncredited),Death Star Trooper (uncredited),Stormtrooper with Binoculars (uncredited),Cantina Patron (uncredited),Death Star Trooper (uncredited),Kabe (uncredited),Kabe / Jawa / GONK Droid (uncredited),Cantina Patron (uncredited),Stormtrooper (special edition) (uncredited),Stormtrooper (uncredited),Leia's Rebel Escort (uncredited),Stormtrooper (uncredited),Brea Tonnika (uncredited),Stormtrooper (uncredited),Ponda Baba (uncredited),Death Star Trooper (uncredited),Mosep (uncredited),Chall Bekan (uncredited),Solomohal (uncredited),Stormtrooper (voice) (uncredited),Jawa (uncredited),Jawa (uncredited),Daine Jir (uncredited),BoShek (uncredited),Muftak / Cantina Band Member (uncredited),Temple Guard / Medal Bearer (uncredited),Jawa (uncredited),Takeel (uncredited),Stormtrooper (special edition) (uncredited),Death Star Gunner (uncredited),Cantina Patron (uncredited),Swilla Corey (uncredited),Massassi Base Rebel Scout (uncredited),Rycar Ryjerd (uncredited),InCom Engineer (uncredited),Leesub Sirln (uncredited),Cmdr. Praji (Imperial Officer #2 on rebel ship) (uncredited),Tawss Khaa (uncredited),Senni Tonnika (uncredited),Cantina Patron (uncredited),Cantina Patron (uncredited),Sai'torr Kal Fas (uncredited),Lt. Pol Treidum (uncredited),Cantina Voices (voice) (uncredited),Massassi Outpost Announcer / Various Voices (voice) (uncredited),Lt. Shann Childsen (uncredited),Cantina Alien (uncredited),Del Goren (uncredited),Stormtrooper (voice) (uncredited),Stormtrooper (voice) (uncredited),Jawa (uncredited),Greedo (voice) (uncredited),Thuku (uncredited),Ketwol / Melas (uncredited),Stormtrooper (uncredited),Mos Eisley Citizen (special edition) (uncredited),Cantina Patron (uncredited),Rebel Pilot (uncredited)",George Lucas,0
11500000,Comedy,"grandfather grandson relationship,grandfather,road trip,wedding,retired,pervert,army general,sex comedy",56.805781,2016/1/21,94073028,102.0,Dirty Grandpa,5.7,1406,"Jason Kelly,Dick Kelly,Meredith Goldstein,Lenore,David Kelly,Shadia,Cousin Nick,Officer Finch,Officer Reiter,Stinky,Tan Pam,Tyrone,Brah,Cody,Cougar #1,Cougar #2,Hippie Cathy,Hippie Griz,Hippie Bart,Brooke Kelly,Bradley,Wedding Planner,Random Cop,Father at Beach,Boy on Beach,Catholic Priest,Rabbi,Teenager,Father at Wake,College Kid,Georgia Student,Female Hippie Chick,Rest Stop Waitress,Karaoke MC,Jamaican Nurse,Uncle Rubin,Party Girl,ASL Signer at Wedding,Spring Breaker (uncredited),Beach Girl (uncredited),Restaurant Patron (uncredited),Hobo (uncredited),Beach-Goer (uncredited),Drunk Girl (uncredited),Spring Breaker (uncredited),Spring Breaker (uncredited),Beach Goer (uncredited),Spring Breaker (uncredited),Hype Man (uncredited),Funeral Patron (uncredited),Wedding Guest (uncredited),Wedding Brunch Server (uncredited),Car Driver (uncredited),Spring Breaker (uncredited),Wedding Brunch Guest (uncredited),Karaoke Bar Patron (uncredited),Party Goer (uncredited),Classy Spring Breaker (uncredited),Bridesmaid (uncredited),Funeral Attendee (uncredited),Wedding Guest (uncredited),Funeral Patron (uncredited),Tyrone's Friend (uncredited),Funeral Guest (uncredited),Spring Breaker (uncredited),Cop (uncredited),Nice Guy (uncredited),Uncle Larry (uncredited),Assisted living resident (uncredited),Spring Breaker (uncredited),Spring Break Student (uncredited),Usher (uncredited),Beach Goer (uncredited),Detective (uncredited),Spring Breaker (uncredited),Funeral Wake (uncredited),Prisoner (uncredited),African Studies Professor (uncredited),Spring Breaker (uncredited),Spring Breaker (uncredited),Spring Breaker (uncredited),Tyrone's Crew (uncredited),Beach-Goer / Biker / Construction Worker (uncredited),Groomsman (uncredited),Funeral Attendee (uncredited),Rest Stop Diner (uncredited),Little Girl on Beach (uncredited),Beach-Goer (uncredited),Beach Bum (uncredited),Goldstein Wedding Guest (uncredited)",Dan Mazer,0
11000000,"Drama,Romance,War","love triangle,nurse,suicide attempt,loss of family,world war i,russian revolution 1917,forbidden love,step parents,daughter,epic",12.854853,1965/12/22,111858363,197.0,Doctor Zhivago,7.4,247,"Dr. Yuri Zhivago,Lara Antipova,Tonya Gromeko,Viktor Komarovsky,Gen. Yevgraf Zhivago,Anna,Alexander Gromeko,Liberius,Razin, Liberius' Lieutenant,Petya,Engineer at dam,Sergei,Kostoyed Amourski,The Girl,Pasha Antipov / Strelnikov,The Bolshevik,Medical Professor,Amelia,Beef-Faced Colonel,Delegate,Female Janitor,The Train Jumper,Political Officer,Mrs. Sventytski (uncredited),Mr. Sventytski (uncredited),Militiaman (uncredited),Raped Woman (uncredited),Hospital Inmate (uncredited),Major (uncredited),Siberian Husband (uncredited),Gentlewoman (uncredited),Priest (uncredited),Extra (uncredited),Extra (uncredited),Kostoyed (voice) (uncredited),Captain (uncredited),Demented Woman (uncredited),(uncredited),(uncredited)",David Lean,0
25000000,Drama,"sport,irish american,documentary crew,lowell massachusetts,blue collar worker,church bells,documentary filmmaking,boxer shorts,jumping rope,shadow boxing,duringcreditsstinger",31.019381,2010/12/17,93617009,116.0,The Fighter,7.2,1486,"Micky Ward,Dick ""Dicky"" Eklund,Charlene Fleming,Alice Eklund-Ward,Himself,Gail 'Red Dog' Eckland Carney,George Ward,Cathy ""Pork"" Eklund,Cindy ""Tar"" Eklund,Sherri ""The Baby"" Ward,Kasie Ward,Karen,Little Dickie,Sal Lanano,Himself,'Little Alice' Eklund,Lou Gold,Mike Toma,Wolfie,HBO Cameraman,Laurie Carroll,Businessman,Bald Businessman,Reporter,Referee Micky Vann,Crackhead Bonnie,Court Officer,Fight Spectator,Micky's Friend,Neary,Mike 'Machine Gun' Mungin,Drunk Guy,Drunk Girl,Fight Announcer,Fight Announcer,Fight Announcer,Fight Announcer,Fight Announcer,Fight Announcer,Man on Street #4,Movie Patron (uncredited),Inmate Prisoner (uncredited),Inmate (uncredited),Inmate (uncredited),Ringside Fan (uncredited),Ring card girl (uncredited),Ringside Reporter / Gym Fight Spectator / Courtroom Attendee / Pedestrian / Precision Driver (uncredited),VIP Spectator (uncredited),VIP (uncredited),Lowell Neighbor (uncredited),Larry Merchant (uncredited),Road Crew Co Worker (uncredited),Road Crew Co Worker (uncredited),Extra (uncredited),Fight Spectator (uncredited),Fight Spectator (uncredited),Fight Spectator (uncredited),Fight Spectator (uncredited),Fight Spectator (uncredited),Fight Photographer (uncredited),Fight Fan (uncredited),Press (uncredited),British Press Reporter (uncredited),King, Ring Girl Escort (uncredited),Casino Gambler (uncredited),Casino Kid (uncredited),Referee (uncredited),Boxing Referee (uncredited),Boxing Ring Photographer (uncredited),Background (uncredited),Spectator (uncredited),Bodyguard (uncredited)",David O. Russell,0
11000000,"Action,Comedy,Documentary","wound,disgust,pain,stunts,stuntman,stupidity,bulle,shocking",11.227087,2006/9/22,72778712,95.0,Jackass Number Two,6.4,298,"Himself,Himself,Himself,Himself,Himself,Himself,Wee Man,Himself,Himself,Himself,Himself,Himself,Herself,Herself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself",Jeff Tremaine,0
11000000,"Comedy,Drama","prison,southern usa,suspicion,cousin,court,lawyer,wrongful arrest",19.231507,1992/3/13,64088552,120.0,My Cousin Vinny,7.3,384,"Vincent 'Vinny' Gambini,William 'Billy' Gambini,Mona Lisa Vito,Stan Rothenstein,Judge Chamberlain Haller,Sheriff Farley,Jim Trotter III,John Gibbons,Ernie Crane,George Wilbur,J.T.",Jonathan Lynn,0
11000000,Drama,"coma,musician,teenage girl,car accident,teenager,out of body experience,teen drama,based on young adult novel",31.162838,2014/8/21,78874843,106.0,If I Stay,7.3,1368,"Mia Hall,Adam,Kim Schein,Kat Hall,Gramps,Gran,Denny,Teddy,Liz,Nurse Ramirez,Young Mia,Willow,Henry,Surgeon,Liddy,Nurse Davis,Astrid,Cute Groupie,Male EMT,Surgeon,Teddy's Surgeon,Orderly,Surgeon for Driver,Nurse,Wife of Driver,Mosh Pit Oaf,Punker,Music Aficionado,Security Guard,Skeleton,Cool Rocker Guy,Cute Groupie #2,Herself,Autograph Girl,Bartender,High Five Guy,Orderly #2,Security Guard #2,Willamette Stone Band,Willamette Stone Band,Willamette Stone Band,Bassist for Nasty Bruises,Female EMT",R.J. Cutler,1
11000000,Comedy,"baseball,sport,sabotage,sombrero,baseball field,hard hat,professional sports,comic strip,hot dog,short sighted,voodoo ritual,the big game",7.559192,1989/2/16,49797148,107.0,Major League,6.6,217,"Jake Taylor,Rick 'Wild Thing' Vaughn,Roger Dorn,Rachel Phelps,Lou Brown,Lynn Wells,Willie Mays Hayes,Charlie Donovan,Eddie Harris,Pedro Cerrano,Pepper Leach,Harry Doyle,Duke Temple,Haywood,Suzanne Dorn,Tom,Vic Bolito,Thelma,Longshoreman",David S. Ward,0
13000000,"Thriller,Drama","terrorist,phone booth,psychopath",38.018085,2002/9/9,97837138,81.0,Phone Booth,6.7,1062,"Stu Shepard,Der Anrufer,Captain Ed Ramey,Kelly Shephard,Pamela McFadden,Felicia,Wyatt,Negotiator,Big Q",Joel Schumacher,0
11000000,"Drama,Romance","based on novel,theatre group,north carolina,theatre milieu,high school,cancer,coming of age,tragic love,teenager,star crossed lovers",33.283554,2002/1/25,41227069,101.0,A Walk to Remember,7.5,1018,"Jamie Sullivan,Landon Carter,Reverend Sullivan,Cynthia Carter,Belinda,Dean,Tracie,Clay Gephardt,Eric,Walker,Mr. Kelly,Dr. Carter,Luis,Ms. Garber,Sally,Eddie Zimmerhoff,Security Guard,Maitre'd,Church Lady,Housekeeper,Policeman,School Play Dancer,Pianist,Dean's Dad,Restaurant Patron,Do-Gooder,High School Student,Medical Assistant,High School Student,Gangly Boy,Mr. Worth Carter",Adam Shankman,1
11000000,Drama,"prison,rape,socially deprived family,penalty,death penalty,despair,death row,begnadigung,therapist,self-discovery,prison cell,court case,death sentence,doomed man,sentence,lethal injection,forgiveness,charity,mercy petition,rage and hate,unsociability,right and justice,court,electric chair,cowardliness",15.864928,1995/12/29,39363635,122.0,Dead Man Walking,7.3,337,"Sister Helen Prejean,Matthew Poncelet,Hilton Barber,Earl Delacroix,Clyde Percy,Mary Beth Percy,Helen's Mother,Kaplan Farlely,Lucille Poncelet,Sister Colleen,Craig Poncelet,Luis Montoya,Walter Delacroix,Captain Beliveau,Sgt. Neal Trapp,Warden Hartman,Guy Gilardi,Governor Benedict,State Trooper,Carl Vitello,Hope Percy,Emily Percy,Sonny Poncelet,Troy Poncelet,Helen's Brother,9-Year-Old Helen,Opossum Kid #1,Henry,Nellie,Nurse,Parent #1,Parent #2,Parent #4,Guard #2,Guard #3,Guard #4,Guard #7,Parole Board Member (uncredited),Trustee (uncredited),ER Doctor (uncredited),Cop (uncredited),Woman at Vigil (uncredited)",Tim Robbins,1
10500000,"Drama,Romance,Thriller","upper class,sexual obsession,sex,bet,sadistic,drug abuse,brother sister relationship,cynic,cocaine,virgin,manipulation,seduction,love letter,private school,innocence,addiction,love,psychotherapy",23.449703,1999/3/5,75902208,97.0,Cruel Intentions,6.6,827,"Kathryn Merteuil,Sebastian Valmont,Annette Hargrove,Cecile Caldwell,Helen Rosemond,Blaine Tuttle,Greg McConnell,Ronald Clifford,Bunny Caldwell,Nurse,Mrs. Michalak,Marci Greenbaum,Dr. Greenbaum,Mrs. Sugarman,Mai-Lee,Court Reynolds,Meter Maid,Clorissa,Headmaster Hargrove,",Roger Kumble,0
11000000,"Horror,Mystery",aftercreditsstinger,31.900899,2009/10/22,68233629,90.0,Saw VI,6.0,722,"Jigsaw / John,Hoffman,Jill,Erickson,William,Amanda,Harold,Aaron,Agent Perez,Simone,Pamela Jenkins,Eddie,Allen,Addy,Janitor,Debbie,Tara,Brent,Dave,Josh,Gena,Shelby,Emily,Cecil,Sachi,Female Addict,Male Addict,Female Officer,Irate Clinic Woman,Security Guard,Clinic Nurse,Coroner,Newscaster,Corbett Denlon",Kevin Greutert,0
11000000,Comedy,"moses,roman empire,musical,stone age,music,julius caesar",14.282314,1981/6/12,31672907,92.0,History of the World: Part I,6.5,204,"Moses/Comicus/Torquemada/Jacques/King Louis XVI,Emperor Nero,Empress Nympho,Count de Monet,Madame Defarge,Swiftus,Josephus,Mademoiselle Rimbaud,Marcus Vindictus,Chief Caveman,Miriam,Narrator,Prehistoric Man / Captain Mucus - The Roman Empire,Prehistoric Woman,Prehistoric Man,Prehistoric Man,Prehistoric Man,Prehistoric Man,Prehistoric Man / Disciple - The Roman Empire,Prehistoric Man,Prehistoric Man,Court Spokesman - The Roman Empire,Soothsayer - The Roman Empire,Competence - The Roman Empire,Roman Officer - The Roman Empire,Stoned Soldier #1 - The Roman Empire,Stoned Soldier #2 - The Roman Empire,Leonardo DaVinci - The Roman Empire,Caladonia - The Roman Empire,Chemist - The Roman Empire,Lt. Bob - The Roman Empire,Maitre 'D - The Roman Empire,Entrepreneur - The Roman Empire,Plumbing Salesman - The Roman Empire,Column Salesman - The Roman Empire,Small Liar - The Roman Empire,Jesus - The Roman Empire,Queen - The French Revolution,Citizen Official - The French Revolution,Dole office clerk (uncredited)",Mel Brooks,0
11000000,Adventure,woman director,7.645979,2008/9/17,38105395,114.0,The Secret Life of Bees,7.4,158,"Lily Owens,August Boatwright,Rosaleen Daise,May Boatwright,June Boatwright,Violet,T. Ray Owens,Zach Taylor,Deborah Owens,Young Lily,Neil",Gina Prince-Bythewood,0
12000000,Science Fiction,"space invasion,remake,alien invasion",4.234269,1986/1/1,4884663,100.0,Invaders from Mars,5.5,57,"Linda Magnusson,David Gardner,George Gardner,Ellen Gardner,Gen. Climet Wilson,Mark Weinstein,Mrs. McKeltch,Sgt. Maj. Rinaski,Captain Curtis,Heather,Officer Kenney,Mr. Cross,Kevin,Doug,Ed, Heather's Father,Corporal Walker,Hollis,Johnson,Old NASA Scientist,Police Chief,NASA Scientist,Squad Leader,Marine Officer,Demolition Man,Drone,Drone,Drone,Young Marine / Drone",Tobe Hooper,0
