budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 53, ""name"": ""Thriller""}]",,17339,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 9052, ""name"": ""major""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 11400, ""name"": ""sergeant""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 15182, ""name"": ""partisan""}, {""id"": 15184, ""name"": ""woman""}, {""id"": 15186, ""name"": ""task force""}, {""id"": 223009, ""name"": ""keith mallory""}]",en,Force 10 from Navarone,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",5.348446,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1978/11/1,7230000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,Force 10 from Navarone,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}]",,11959,"[{""id"": 3090, ""name"": ""loser""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 4325, ""name"": ""game show""}, {""id"": 4656, ""name"": ""tv star""}, {""id"": 5699, ""name"": ""music video""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 168049, ""name"": ""indiana jones spoof scene""}, {""id"": 186803, ""name"": ""music spoof""}]",en,UHF,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,4.070044,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Cinecorp"", ""id"": 19029}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989/7/21,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A lot of TV stations have forgotten what ""quality"" means, but not Channel 62. They NEVER knew what it meant.",UHF,,
0,"[{""id"": 35, ""name"": ""Comedy""}]",,9900,"[{""id"": 282, ""name"": ""video game""}, {""id"": 2401, ""name"": ""grandmother grandson relationship""}, {""id"": 14647, ""name"": ""man child""}, {""id"": 54169, ""name"": ""stoner""}, {""id"": 167772, ""name"": ""game tester""}]",en,Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.",9.974681,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006/1/6,6538177,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,A movie that proves you're never too old to come of age.,Grandma's Boy,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,14662,"[{""id"": 572, ""name"": ""sex""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 18253, ""name"": ""moving""}, {""id"": 163047, ""name"": ""beverly hills""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208974, ""name"": ""nursing school""}, {""id"": 208975, ""name"": ""nomad""}]",en,Slums of Beverly Hills,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",6.308298,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998/8/14,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Growing Up is Hard to Do,Slums of Beverly Hills,,
5000000,"[{""id"": 37, ""name"": ""Western""}]",,335,"[{""id"": 797, ""name"": ""showdown""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2089, ""name"": ""harmonica""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 156212, ""name"": ""spaghetti western""}]",it,C'era una volta il West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,49.333137,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rafran Cinematografica"", ""id"": 218}, {""name"": ""Finanzia San Marco"", ""id"": 11386}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1968/12/21,5321508,175,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,,
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",,15745,[],en,Made,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,4.149628,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001/7/13,5476060,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Welcome to disorganized crime.,Made,,
5000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/moon/,17431,"[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]",en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009/6/12,9760104,97,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last place you'd ever expect to find yourself.,Moon,,
0,"[{""id"": 35, ""name"": ""Comedy""}]",,21014,"[{""id"": 3903, ""name"": ""bar mitvah""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10183, ""name"": ""independent film""}]",en,Keeping Up with the Steins,"All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought.",3.562563,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006/5/12,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,Keeping Up with the Steins,,
5000000,"[{""id"": 99, ""name"": ""Documentary""}]",,78394,"[{""id"": 10506, ""name"": ""prehistoric""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 158247, ""name"": ""underwater scene""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 214549, ""name"": ""short""}]",en,Sea Rex 3D: Journey to a Prehistoric World,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",4.498368,"[{""name"": ""N3D Land Productions"", ""id"": 29943}, {""name"": ""Mantello Brothers Productions"", ""id"": 54610}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010/5/14,4074023,41,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The T-Rex of the Seas come alive.,Sea Rex 3D: Journey to a Prehistoric World,,
5000000,"[{""id"": 18, ""name"": ""Drama""}]",,10217,"[{""id"": 1329, ""name"": ""canada""}, {""id"": 3032, ""name"": ""suffering""}, {""id"": 5331, ""name"": ""village""}, {""id"": 5859, ""name"": ""paralysis""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 166287, ""name"": ""school bus""}, {""id"": 188974, ""name"": ""vehicular accident""}]",en,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",7.673124,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Alliance Communications"", ""id"": 579}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1997/5/14,3263585,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,There is no such thing as the simple truth.,The Sweet Hereafter,,
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.sonyclassics.com/ofgodsandmen/,46332,"[{""id"": 345, ""name"": ""monk""}, {""id"": 813, ""name"": ""sunrise""}, {""id"": 1279, ""name"": ""medicine""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 2392, ""name"": ""koran""}, {""id"": 4556, ""name"": ""protection""}, {""id"": 4653, ""name"": ""french""}, {""id"": 5890, ""name"": ""community""}, {""id"": 6057, ""name"": ""peace""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 13015, ""name"": ""terrorism""}]",fr,Des hommes et des dieux,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",4.992475,"[{""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Armada Films"", ""id"": 7453}, {""name"": ""France T\u00e9l\u00e9vision"", ""id"": 7454}, {""name"": ""Cin\u00e9mage 4"", ""id"": 7455}, {""name"": ""Cofinova 6"", ""id"": 7456}, {""name"": ""Soficin\u00e9ma 6"", ""id"": 7457}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010/5/18,41424067,120,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"In the face of terror, their greatest weapon was faith...",Of Gods and Men,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.bottleshockthemovie.com/,13996,"[{""id"": 5990, ""name"": ""wine garden""}, {""id"": 6563, ""name"": ""wine""}, {""id"": 9023, ""name"": ""winzer""}]",en,Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",6.174435,"[{""name"": ""Zininsa Film Production"", ""id"": 7653}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008/8/6,4040588,110,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"Based on a true story of love, victory, and fermentation",Bottle Shock,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,3028,"[{""id"": 848, ""name"": ""double life""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 156033, ""name"": ""jekyll and hyde""}]",en,Jekyll and Hyde ... Together Again,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.,0.805312,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982/11/10,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The comedy that examines modern living through chemistry,Jekyll and Hyde ... Together Again,,
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.miramax.com/movie/heavenly-creatures,1024,"[{""id"": 456, ""name"": ""mother""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 10984, ""name"": ""true""}, {""id"": 14534, ""name"": ""relationship""}]",en,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",8.753409,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""New Zealand Film Commission"", ""id"": 294}, {""name"": ""Fontana Productions"", ""id"": 2306}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",1994/9/2,3049135,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,,
5000000,"[{""id"": 18, ""name"": ""Drama""}]",,343795,"[{""id"": 11612, ""name"": ""hospital""}, {""id"": 14765, ""name"": ""church""}]",en,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",3.943706,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Giving Films"", ""id"": 68117}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015/9/11,4842699,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Hope lives,90 Minutes in Heaven,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.everythingmustgo-themovie.com,45658,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 1859, ""name"": ""arizona""}, {""id"": 4552, ""name"": ""beer""}, {""id"": 9639, ""name"": ""playboy""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 11739, ""name"": ""repo man""}]",en,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",9.169411,"[{""name"": ""Birdsong Pictures"", ""id"": 7436}, {""name"": ""IM Global"", ""id"": 7437}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010/10/15,2614773,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lost is a good place to find yourself,Everything Must Go,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,16148,"[{""id"": 703, ""name"": ""detective""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 10183, ""name"": ""independent film""}]",en,Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",2.732031,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Manifest Film Company"", ""id"": 20719}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998/1/30,1980338,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world's most private detective.,Zero Effect,,
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,4553,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 173957, ""name"": ""post it""}, {""id"": 173959, ""name"": ""machinist""}, {""id"": 173960, ""name"": ""cleaning bathroom tile""}, {""id"": 173966, ""name"": ""osha""}, {""id"": 173971, ""name"": ""taunting""}, {""id"": 173974, ""name"": ""manhole""}, {""id"": 173976, ""name"": ""one armed man""}, {""id"": 173977, ""name"": ""torment""}, {""id"": 173978, ""name"": ""department of motor vehicles""}, {""id"": 173983, ""name"": ""mother's day""}, {""id"": 173986, ""name"": ""losing weight""}, {""id"": 173989, ""name"": ""old photograph""}, {""id"": 173990, ""name"": ""dostoevsky""}]",en,The Machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",35.252056,"[{""name"": ""Filmax Entertainment"", ""id"": 7302}, {""name"": ""Castelao Producciones"", ""id"": 7956}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""ICF"", ""id"": 52107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2004/2/9,8203235,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A little guilt goes a long way...,The Machinist,,
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,36351,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 164296, ""name"": ""addict""}, {""id"": 181324, ""name"": ""existentialism""}]",en,Light Sleeper,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",6.063868,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Live Entertainment"", ""id"": 285}, {""name"": ""Seven Arts"", ""id"": 8268}, {""name"": ""Carolco Pictures"", ""id"": 14723}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992/8/21,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He was a good man in a deadly business. She was his only way out.,Light Sleeper,,
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,245916,"[{""id"": 5565, ""name"": ""biography""}]",en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,21.343093,"[{""name"": ""The Combine"", ""id"": 27450}, {""name"": ""Bluegrass Films"", ""id"": 27451}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014/10/9,2450846,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Can you keep a national secret?,Kill the Messenger,,
5000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.rabbitholefilm.com/,27585,"[{""id"": 697, ""name"": ""loss of son""}, {""id"": 2754, ""name"": ""trauma""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9872, ""name"": ""grief""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12544, ""name"": ""crying""}, {""id"": 15334, ""name"": ""parking lot""}, {""id"": 40952, ""name"": ""therapy""}, {""id"": 40953, ""name"": ""car seat""}]",en,Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident.,10.095184,"[{""name"": ""Olympus Pictures"", ""id"": 7400}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010/12/16,5129058,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only way out is through.,Rabbit Hole,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,1415,"[{""id"": 242, ""name"": ""new york""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 1822, ""name"": ""bath""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2441, ""name"": ""donut""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 4328, ""name"": ""costume""}, {""id"": 4958, ""name"": ""injection""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10200, ""name"": ""man man relationship""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14964, ""name"": ""drug""}]",en,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",4.129165,"[{""name"": ""ContentFilm"", ""id"": 1420}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003/9/5,742898,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,'Til death do they party...,Party Monster,,
5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",http://greenroom-movie.com/,313922,"[{""id"": 379, ""name"": ""skinhead""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10798, ""name"": ""duct tape""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 12341, ""name"": ""pitbull""}, {""id"": 15155, ""name"": ""witness to murder""}, {""id"": 157470, ""name"": ""meat cleaver""}, {""id"": 157532, ""name"": ""bitten in the neck""}, {""id"": 159949, ""name"": ""neo nazi""}, {""id"": 173919, ""name"": ""punk band""}, {""id"": 180179, ""name"": ""fire extinguisher""}, {""id"": 210012, ""name"": ""mumblegore""}, {""id"": 212424, ""name"": ""killer dog""}, {""id"": 221615, ""name"": ""mauling""}, {""id"": 226907, ""name"": ""box cutter""}, {""id"": 226930, ""name"": ""feedback""}, {""id"": 226931, ""name"": ""mic stand""}]",en,Green Room,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,30.001024,"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Broad Green Pictures"", ""id"": 49389}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016/4/15,3220371,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One way in. No way out.,Green Room,,
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,14474,"[{""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3201, ""name"": ""orgasm""}, {""id"": 6044, ""name"": ""promise""}, {""id"": 7984, ""name"": ""bikini""}, {""id"": 8616, ""name"": ""guru""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10768, ""name"": ""lesbian""}, {""id"": 14794, ""name"": ""lust""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 40952, ""name"": ""therapy""}, {""id"": 208433, ""name"": ""pleasure""}]",en,The Oh in Ohio,"Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.",6.759235,"[{""name"": ""Cold Iron Pictures"", ""id"": 3916}, {""name"": ""Ambush Entertainment"", ""id"": 14406}, {""name"": ""AV Club, The"", ""id"": 37726}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006/3/30,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One woman's story is about to climax.,The Oh in Ohio,,
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.atlasshruggedmovie.com/,199933,"[{""id"": 33452, ""name"": ""trilogy""}, {""id"": 173299, ""name"": ""ayn rand""}]",en,Atlas Shrugged Part III: Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",1.731035,"[{""name"": ""Atlas 3 Productions"", ""id"": 67480}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014/9/12,846704,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,,
